Country,Product CN Code,2026,2027,2028
Côte d'Ivoire,31021015,0.869,0.869,0.869
Côte d'Ivoire,31021019,1.626,1.626,1.626
Côte d'Ivoire,31021090,1.596,1.596,1.596
Côte d'Ivoire,31022100,0.727,0.727,0.727
Côte d'Ivoire,31022900,1.222,1.222,1.222
Côte d'Ivoire,31023010,1.273,1.273,1.273
Côte d'Ivoire,31023090,1.959,1.959,1.959
Côte d'Ivoire,31024010,1.697,1.697,1.697
Côte d'Ivoire,31024090,1.697,1.697,1.697
Côte d'Ivoire,31025000,2.838,2.838,2.838
Côte d'Ivoire,31026000,1.646,1.646,1.646
Côte d'Ivoire,31028000,1.394,1.394,1.394
Côte d'Ivoire,31029000,1.555,1.555,1.555
Côte d'Ivoire,3105,,,
Côte d'Ivoire,31051000,0.758,0.758,0.758
Côte d'Ivoire,31052010,0.899,0.899,0.899
Côte d'Ivoire,31052090,0.616,0.616,0.616
Côte d'Ivoire,31053000,0.586,0.586,0.586
Côte d'Ivoire,31054000,0.374,0.374,0.374
Côte d'Ivoire,31055100,1.212,1.212,1.212
Côte d'Ivoire,31055900,0.707,0.707,0.707
Côte d'Ivoire,31059020,1.141,1.141,1.141
Côte d'Ivoire,31059080,0.596,0.596,0.596
Côte d'Ivoire,28041000,11.902,12.984,14.066
Cuba,25070080,,,
Cuba,25231000,1.54,1.68,1.82
Cuba,25231000,1.254,1.368,1.482
Cuba,25232100,1.628,1.776,1.924
Cuba,25232900,1.298,1.416,1.534
Cuba,25239000,,,
Cuba,25239000,,,
Cuba,25233000,,,
Cuba,28080000,1.899,1.899,1.899
Cuba,28141000,,,
Cuba,28142000,0.747,0.747,0.747
Cuba,28342100,1.727,1.727,1.727
Cuba,3102,,,
Cuba,31021012,0.535,0.535,0.535
Cuba,31021015,0.859,0.859,0.859
Cuba,31021019,1.616,1.616,1.616
Cuba,31021090,1.586,1.586,1.586
Cuba,31022100,0.758,0.758,0.758
Cuba,31022900,1.273,1.273,1.273
Cuba,31023010,1.333,1.333,1.333
Cuba,31023090,2.05,2.05,2.05
Cuba,31024010,1.768,1.768,1.768
Cuba,31024090,1.768,1.768,1.768
Cuba,31025000,2.969,2.969,2.969
Cuba,31026000,1.727,1.727,1.727
Cuba,31028000,1.434,1.434,1.434
Cuba,31029000,1.576,1.576,1.576
Cuba,3105,,,
Cuba,31051000,0.798,0.798,0.798
Cuba,31052010,0.949,0.949,0.949
Cuba,31052090,0.657,0.657,0.657
Cuba,31053000,0.606,0.606,0.606
Cuba,31054000,0.404,0.404,0.404
Cuba,31055100,1.283,1.283,1.283
Cuba,31055900,0.727,0.727,0.727
Cuba,31059020,1.192,1.192,1.192
Cuba,31059080,0.626,0.626,0.626
Cuba,28041000,11.902,12.984,14.066
Curaçao,28041000,11.902,12.984,14.066
Democratic Republic of the Congo,25070080,,,
Democratic Republic of the Congo,25231000,,,
Democratic Republic of the Congo,25231000,1.375,1.5,1.625
Democratic Republic of the Congo,25232100,,,
Democratic Republic of the Congo,25232900,1.375,1.5,1.625
Democratic Republic of the Congo,25239000,,,
Democratic Republic of the Congo,25239000,,,
Democratic Republic of the Congo,25233000,,,
Dominican Republic,25070080,,,
Dominican Republic,25231000,,,
Dominican Republic,25231000,1.177,1.284,1.391
Dominican Republic,25232100,1.496,1.632,1.768
Dominican Republic,25232900,1.232,1.344,1.456
Dominican Republic,25239000,1.595,1.74,1.885
Dominican Republic,25239000,1.177,1.284,1.391
Dominican Republic,25233000,,,
Dominican Republic,28080000,1.869,1.869,1.869
Dominican Republic,28141000,,,
Dominican Republic,28142000,0.737,0.737,0.737
Dominican Republic,28342100,1.707,1.707,1.707
Dominican Republic,3102,,,
Dominican Republic,31021012,0.556,0.556,0.556
Dominican Republic,31021015,0.889,0.889,0.889
Dominican Republic,31021019,1.667,1.667,1.667
Dominican Republic,31021090,1.636,1.636,1.636
Dominican Republic,31022100,0.758,0.758,0.758
Dominican Republic,31022900,1.273,1.273,1.273
Dominican Republic,31023010,1.313,1.313,1.313
Dominican Republic,31023090,2.02,2.02,2.02
Dominican Republic,31024010,1.757,1.757,1.757
Dominican Republic,31024090,1.757,1.757,1.757
Dominican Republic,31025000,2.909,2.909,2.909
Dominican Republic,31026000,1.707,1.707,1.707
Dominican Republic,31028000,1.434,1.434,1.434
Dominican Republic,31029000,1.596,1.596,1.596
Dominican Republic,3105,,,
Dominican Republic,31051000,0.788,0.788,0.788
Dominican Republic,31052010,0.939,0.939,0.939
Dominican Republic,31052090,0.646,0.646,0.646
Dominican Republic,31053000,0.606,0.606,0.606
Dominican Republic,31054000,0.394,0.394,0.394
Dominican Republic,31055100,1.273,1.273,1.273
Dominican Republic,31055900,0.727,0.727,0.727
Dominican Republic,31059020,1.182,1.182,1.182
Dominican Republic,31059080,0.626,0.626,0.626
Dominican Republic,28041000,11.902,12.984,14.066
Dominican Republic,72026000,3.828,4.176,4.524
Ecuador,25070080,,,
Ecuador,25231000,,,
Ecuador,25231000,1.221,1.332,1.443
Ecuador,25232100,,,
Ecuador,25232900,1.221,1.332,1.443
Ecuador,25239000,,,
Ecuador,25239000,1.177,1.284,1.391
Ecuador,25233000,,,
Ecuador,28080000,1.929,1.929,1.929
Ecuador,28141000,,,
Ecuador,28142000,0.707,0.707,0.707
Ecuador,28342100,1.717,1.717,1.717
Ecuador,3102,,,
Ecuador,31021012,0.535,0.535,0.535
Ecuador,31021015,0.869,0.869,0.869
Ecuador,31021019,1.606,1.606,1.606
Ecuador,31021090,1.576,1.576,1.576
Ecuador,31022100,0.717,0.717,0.717
Ecuador,31022900,1.252,1.252,1.252
Ecuador,31023010,1.323,1.323,1.323
Ecuador,31023090,2.03,2.03,2.03
Ecuador,31024010,1.757,1.757,1.757
Ecuador,31024090,1.757,1.757,1.757
Ecuador,31025000,3.01,3.01,3.01
Ecuador,31026000,1.707,1.707,1.707
Ecuador,31028000,1.424,1.424,1.424
Ecuador,31029000,1.566,1.566,1.566
Ecuador,3105,,,
Ecuador,31051000,0.758,0.758,0.758
Ecuador,31052010,0.919,0.919,0.919
Ecuador,31052090,0.626,0.626,0.626
Ecuador,31053000,0.576,0.576,0.576
Ecuador,31054000,0.374,0.374,0.374
Ecuador,31055100,1.242,1.242,1.242
Ecuador,31055900,0.697,0.697,0.697
Ecuador,31059020,1.172,1.172,1.172
Ecuador,31059080,0.616,0.616,0.616
Ecuador,7601,0.396,0.432,0.468
Ecuador,7603,2.167,2.364,2.561
Ecuador,76041010,2.409,2.628,2.847
Ecuador,76041090,2.431,2.652,2.873
Ecuador,76042100,2.431,2.652,2.873
Ecuador,76042910,2.409,2.628,2.847
Ecuador,76042990,2.431,2.652,2.873
Ecuador,7605,2.409,2.628,2.847
Ecuador,7606,2.915,3.18,3.445
Ecuador,7607,2.915,3.18,3.445
Ecuador,7608,2.431,2.652,2.873
Ecuador,76090000,2.431,2.652,2.873
Ecuador,76101000,2.431,2.652,2.873
Ecuador,761090,2.431,2.652,2.873
Ecuador,76109010,2.431,2.652,2.873
Ecuador,76109090,2.431,2.652,2.873
Ecuador,76110000,2.915,3.18,3.445
Ecuador,7612,2.915,3.18,3.445
Ecuador,76130000,2.915,3.18,3.445
Ecuador,7614,2.409,2.628,2.847
Ecuador,76161000,2.915,3.18,3.445
Ecuador,76169100,2.915,3.18,3.445
Ecuador,76169910,2.167,2.364,2.561
Ecuador,76169990,2.915,3.18,3.445
Ecuador,28041000,11.902,12.984,14.066
Ecuador,720211,1.859,2.028,2.197
Egypt,25070080,,,
Egypt,25231000,1.463,1.596,1.729
Egypt,25231000,1.397,1.524,1.651
Egypt,25232100,1.529,1.668,1.807
Egypt,25232900,1.419,1.548,1.677
Egypt,25239000,1.595,1.74,1.885
Egypt,25239000,1.364,1.488,1.612
Egypt,25233000,,,
Egypt,28080000,2.515,2.515,2.515
Egypt,28141000,2.071,2.071,2.071
Egypt,28142000,0.626,0.626,0.626
Egypt,28342100,2.06,2.06,2.06
Egypt,3102,,,
Egypt,31021012,0.465,0.465,0.465
Egypt,31021015,0.758,0.758,0.758
Egypt,31021019,1.404,1.404,1.404
Egypt,31021090,1.374,1.374,1.374
Egypt,31022100,0.636,0.636,0.636
Egypt,31022900,1.353,1.353,1.353
Egypt,31023010,1.576,1.576,1.576
Egypt,31023090,2.414,2.414,2.414
Egypt,31024010,2.071,2.071,2.071
Egypt,31024090,2.071,2.071,2.071
Egypt,31025000,3.929,3.929,3.929
Egypt,31026000,2.03,2.03,2.03
Egypt,31028000,1.525,1.525,1.525
Egypt,31029000,1.576,1.576,1.576
Egypt,3105,,,
Egypt,31051000,0.808,0.808,0.808
Egypt,31052010,1.05,1.05,1.05
Egypt,31052090,0.717,0.717,0.717
Egypt,31053000,0.505,0.505,0.505
Egypt,31054000,0.333,0.333,0.333
Egypt,31055100,1.444,1.444,1.444
Egypt,31055900,0.626,0.626,0.626
Egypt,31059020,1.374,1.374,1.374
Egypt,31059080,0.717,0.717,0.717
Egypt,7601,2.057,2.244,2.431
Egypt,7603,2.967,3.237,3.507
Egypt,76041010,3.297,3.597,3.896
Egypt,76041090,3.327,3.629,3.932
Egypt,76042100,3.327,3.629,3.932
Egypt,76042910,3.297,3.597,3.896
Egypt,76042990,3.327,3.629,3.932
Egypt,7605,3.297,3.597,3.896
Egypt,7606,3.986,4.349,4.711
Egypt,7607,3.986,4.349,4.711
Egypt,7608,3.327,3.629,3.932
Egypt,76090000,3.327,3.629,3.932
Egypt,76101000,3.327,3.629,3.932
Egypt,761090,3.327,3.629,3.932
Egypt,76109010,3.327,3.629,3.932
Egypt,76109090,3.327,3.629,3.932
Egypt,76110000,3.986,4.349,4.711
Egypt,7612,3.986,4.349,4.711
Egypt,76130000,3.986,4.349,4.711
Egypt,7614,3.297,3.597,3.896
Egypt,76161000,3.986,4.349,4.711
Egypt,76169100,3.986,4.349,4.711
Egypt,76169910,2.967,3.237,3.507
Egypt,76169990,3.986,4.349,4.711
Egypt,28041000,11.902,12.984,14.066
Egypt,720211,1.859,2.028,2.197
Egypt,720219,,,
Egypt,720241,2.585,2.82,3.055
Egypt,720249,,,
Egypt,72026000,3.828,4.176,4.524
El Salvador,25070080,,,
El Salvador,25231000,,,
El Salvador,25231000,1.001,1.092,1.183
El Salvador,25232100,,,
El Salvador,25232900,1.034,1.128,1.222
El Salvador,25239000,,,
El Salvador,25239000,1.001,1.092,1.183
El Salvador,25233000,,,
El Salvador,28080000,1.889,1.889,1.889
El Salvador,28141000,,,
El Salvador,28142000,0.737,0.737,0.737
El Salvador,28342100,1.707,1.707,1.707
El Salvador,3102,,,
El Salvador,31021012,0.525,0.525,0.525
El Salvador,31021015,0.848,0.848,0.848
El Salvador,31021019,1.596,1.596,1.596
El Salvador,31021090,1.555,1.555,1.555
El Salvador,31022100,0.737,0.737,0.737
El Salvador,31022900,1.252,1.252,1.252
El Salvador,31023010,1.313,1.313,1.313
El Salvador,31023090,2.02,2.02,2.02
El Salvador,31024010,1.737,1.737,1.737
El Salvador,31024090,1.737,1.737,1.737
El Salvador,31025000,2.949,2.949,2.949
El Salvador,31026000,1.697,1.697,1.697
El Salvador,31028000,1.414,1.414,1.414
El Salvador,31029000,1.555,1.555,1.555
El Salvador,3105,,,
El Salvador,31051000,0.778,0.778,0.778
El Salvador,31052010,0.929,0.929,0.929
El Salvador,31052090,0.636,0.636,0.636
El Salvador,31053000,0.596,0.596,0.596
El Salvador,31054000,0.384,0.384,0.384
El Salvador,31055100,1.252,1.252,1.252
El Salvador,31055900,0.707,0.707,0.707
El Salvador,31059020,1.172,1.172,1.172
El Salvador,31059080,0.616,0.616,0.616
El Salvador,7601,0.396,0.432,0.468
El Salvador,7603,2.178,2.376,2.574
El Salvador,76041010,2.42,2.64,2.86
El Salvador,76041090,2.442,2.664,2.886
El Salvador,76042100,2.442,2.664,2.886
El Salvador,76042910,2.42,2.64,2.86
El Salvador,76042990,2.442,2.664,2.886
El Salvador,7605,2.42,2.64,2.86
El Salvador,7606,2.926,3.192,3.458
El Salvador,7607,2.926,3.192,3.458
El Salvador,7608,2.442,2.664,2.886
El Salvador,76090000,2.442,2.664,2.886
El Salvador,76101000,2.442,2.664,2.886
El Salvador,761090,2.442,2.664,2.886
El Salvador,76109010,2.442,2.664,2.886
El Salvador,76109090,2.442,2.664,2.886
El Salvador,76110000,2.926,3.192,3.458
El Salvador,7612,2.926,3.192,3.458
El Salvador,76130000,2.926,3.192,3.458
El Salvador,7614,2.42,2.64,2.86
El Salvador,76161000,2.926,3.192,3.458
El Salvador,76169100,2.926,3.192,3.458
El Salvador,76169910,2.178,2.376,2.574
El Salvador,76169990,2.926,3.192,3.458
El Salvador,28041000,11.902,12.984,14.066
Equatorial Guinea,28041000,11.902,12.984,14.066
Eritrea,25070080,,,
Eritrea,25231000,,,
Eritrea,25231000,1.001,1.092,1.183
Eritrea,25232100,,,
Eritrea,25232900,1.056,1.152,1.248
Eritrea,25239000,,,
Eritrea,25239000,,,
Eritrea,25233000,,,
Eritrea,28041000,11.902,12.984,14.066
Eswatini,25070080,,,
Eswatini,25231000,,,
Eswatini,25231000,,,
Eswatini,25232100,,,
Eswatini,25232900,1.375,1.5,1.625
Eswatini,25239000,,,
Eswatini,25239000,1.32,1.44,1.56
Eswatini,25233000,,,
Ethiopia,25070080,,,
Ethiopia,25231000,,,
Ethiopia,25231000,0.935,1.02,1.105
Ethiopia,25232100,,,
Ethiopia,25232900,0.935,1.02,1.105
Ethiopia,25239000,,,
Ethiopia,25239000,,,
Ethiopia,25233000,,,
Ethiopia,28080000,1.899,1.899,1.899
Ethiopia,28141000,,,
Ethiopia,28142000,0.889,0.889,0.889
Ethiopia,28342100,1.818,1.818,1.818
Ethiopia,3102,,,
Ethiopia,31021012,0.646,0.646,0.646
Ethiopia,31021015,1.04,1.04,1.04
Ethiopia,31021019,1.949,1.949,1.949
Ethiopia,31021090,1.909,1.909,1.909
Ethiopia,31022100,0.869,0.869,0.869
Ethiopia,31022900,1.384,1.384,1.384
Ethiopia,31023010,1.394,1.394,1.394
Ethiopia,31023090,2.141,2.141,2.141
Ethiopia,31024010,1.848,1.848,1.848
Ethiopia,31024090,1.848,1.848,1.848
Ethiopia,31025000,2.969,2.969,2.969
Ethiopia,31026000,1.798,1.798,1.798
Ethiopia,31028000,1.576,1.576,1.576
Ethiopia,31029000,1.788,1.788,1.788
Ethiopia,3105,,,
Ethiopia,31051000,0.848,0.848,0.848
Ethiopia,31052010,0.98,0.98,0.98
Ethiopia,31052090,0.667,0.667,0.667
Ethiopia,31053000,0.707,0.707,0.707
Ethiopia,31054000,0.455,0.455,0.455
Ethiopia,31055100,1.313,1.313,1.313
Ethiopia,31055900,0.828,0.828,0.828
Ethiopia,31059020,1.242,1.242,1.242
Ethiopia,31059080,0.646,0.646,0.646
Gabon,25070080,,,
Gabon,25231000,,,
Gabon,25231000,1.408,1.536,1.664
Gabon,25232100,,,
Gabon,25232900,1.309,1.428,1.547
Gabon,25239000,,,
Gabon,25239000,1.254,1.368,1.482
Gabon,25233000,,,
Georgia,25070080,,,
Georgia,25231000,,,
Georgia,25231000,1.496,1.632,1.768
Georgia,25232100,,,
Georgia,25232900,1.32,1.44,1.56
Georgia,25239000,,,
Georgia,25239000,,,
Georgia,25233000,,,
Georgia,28080000,2.808,2.808,2.808
Georgia,28141000,2.212,2.212,2.212
Georgia,28142000,0.667,0.667,0.667
Georgia,28342100,2.273,2.273,2.273
Georgia,3102,,,
Georgia,31021012,0.505,0.505,0.505
Georgia,31021015,0.828,0.828,0.828
Georgia,31021019,1.515,1.515,1.515
Georgia,31021090,1.485,1.485,1.485
Georgia,31022100,0.677,0.677,0.677
Georgia,31022900,1.485,1.485,1.485
Georgia,31023010,1.737,1.737,1.737
Georgia,31023090,2.666,2.666,2.666
Georgia,31024010,2.293,2.293,2.293
Georgia,31024090,2.293,2.293,2.293
Georgia,31025000,4.383,4.383,4.383
Georgia,31026000,2.242,2.242,2.242
Georgia,31028000,1.677,1.677,1.677
Georgia,31029000,1.717,1.717,1.717
Georgia,3105,,,
Georgia,31051000,0.869,0.869,0.869
Georgia,31052010,1.151,1.151,1.151
Georgia,31052090,0.788,0.788,0.788
Georgia,31053000,0.535,0.535,0.535
Georgia,31054000,0.354,0.354,0.354
Georgia,31055100,1.586,1.586,1.586
Georgia,31055900,0.657,0.657,0.657
Georgia,31059020,1.515,1.515,1.515
Georgia,31059080,0.788,0.788,0.788
Georgia,720211,1.859,2.028,2.197
Georgia,720219,,,
Georgia,720241,2.585,2.82,3.055
Georgia,720249,,,
Georgia,72026000,3.828,4.176,4.524
Ghana,25070080,0.308,0.336,0.364
Ghana,25231000,,,
Ghana,25231000,0.968,1.056,1.144
Ghana,25232100,,,
Ghana,25232900,1.21,1.32,1.43
Ghana,25239000,,,
Ghana,25239000,1.166,1.272,1.378
Ghana,25233000,,,
Ghana,28080000,1.869,1.869,1.869
Ghana,28141000,,,
Ghana,28142000,0.758,0.758,0.758
Ghana,28342100,1.707,1.707,1.707
Ghana,3102,,,
Ghana,31021012,1.232,1.232,1.232
Ghana,31021015,2.02,2.02,2.02
Ghana,31021019,3.717,3.717,3.717
Ghana,31021090,3.636,3.636,3.636
Ghana,31022100,0.758,0.758,0.758
Ghana,31022900,1.263,1.263,1.263
Ghana,31023010,1.313,1.313,1.313
Ghana,31023090,2.02,2.02,2.02
Ghana,31024010,1.747,1.747,1.747
Ghana,31024090,1.747,1.747,1.747
Ghana,31025000,2.919,2.919,2.919
Ghana,31026000,1.697,1.697,1.697
Ghana,31028000,2.101,2.101,2.101
Ghana,31029000,2.646,2.646,2.646
Ghana,3105,,,
Ghana,31051000,0.778,0.778,0.778
Ghana,31052010,0.919,0.919,0.919
Ghana,31052090,0.626,0.626,0.626
Ghana,31053000,0.606,0.606,0.606
Ghana,31054000,0.394,0.394,0.394
Ghana,31055100,1.232,1.232,1.232
Ghana,31055900,0.727,0.727,0.727
Ghana,31059020,1.172,1.172,1.172
Ghana,31059080,0.616,0.616,0.616
Ghana,7601,1.87,2.04,2.21
Ghana,7603,1.991,2.172,2.353
Ghana,76041010,2.233,2.436,2.639
Ghana,76041090,2.255,2.46,2.665
Ghana,76042100,2.255,2.46,2.665
Ghana,76042910,2.233,2.436,2.639
Ghana,76042990,2.255,2.46,2.665
Ghana,7605,2.233,2.436,2.639
Ghana,7606,2.739,2.988,3.237
Ghana,7607,2.739,2.988,3.237
Ghana,7608,2.255,2.46,2.665
Ghana,76090000,2.255,2.46,2.665
Ghana,76101000,2.255,2.46,2.665
Ghana,761090,2.255,2.46,2.665
Ghana,76109010,2.255,2.46,2.665
Ghana,76109090,2.255,2.46,2.665
Ghana,76110000,2.739,2.988,3.237
Ghana,7612,2.739,2.988,3.237
Ghana,76130000,2.739,2.988,3.237
Ghana,7614,2.233,2.436,2.639
Ghana,76161000,2.739,2.988,3.237
Ghana,76169100,2.739,2.988,3.237
Ghana,76169910,1.991,2.172,2.353
Ghana,76169990,2.739,2.988,3.237
Ghana,28041000,11.902,12.984,14.066
Guatemala,25070080,,,
Guatemala,25231000,,,
Guatemala,25231000,1.034,1.128,1.222
Guatemala,25232100,,,
Guatemala,25232900,1.078,1.176,1.274
Guatemala,25239000,,,
Guatemala,25239000,1.045,1.14,1.235
Guatemala,25233000,,,
Guatemala,28080000,1.909,1.909,1.909
Guatemala,28141000,,,
Guatemala,28142000,0.758,0.758,0.758
Guatemala,28342100,1.747,1.747,1.747
Guatemala,3102,,,
Guatemala,31021012,0.576,0.576,0.576
Guatemala,31021015,0.909,0.909,0.909
Guatemala,31021019,1.727,1.727,1.727
Guatemala,31021090,1.687,1.687,1.687
Guatemala,31022100,0.798,0.798,0.798
Guatemala,31022900,1.323,1.323,1.323
Guatemala,31023010,1.364,1.364,1.364
Guatemala,31023090,2.091,2.091,2.091
Guatemala,31024010,1.818,1.818,1.818
Guatemala,31024090,1.818,1.818,1.818
Guatemala,31025000,2.98,2.98,2.98
Guatemala,31026000,1.757,1.757,1.757
Guatemala,31028000,1.485,1.485,1.485
Guatemala,31029000,1.656,1.656,1.656
Guatemala,3105,,,
Guatemala,31051000,0.828,0.828,0.828
Guatemala,31052010,1.0,1.0,1.0
Guatemala,31052090,0.687,0.687,0.687
Guatemala,31053000,0.636,0.636,0.636
Guatemala,31054000,0.424,0.424,0.424
Guatemala,31055100,1.333,1.333,1.333
Guatemala,31055900,0.768,0.768,0.768
Guatemala,31059020,1.222,1.222,1.222
Guatemala,31059080,0.657,0.657,0.657
Guatemala,7601,0.396,0.432,0.468
Guatemala,7603,2.178,2.376,2.574
Guatemala,76041010,2.42,2.64,2.86
Guatemala,76041090,2.442,2.664,2.886
Guatemala,76042100,2.442,2.664,2.886
Guatemala,76042910,2.42,2.64,2.86
Guatemala,76042990,2.442,2.664,2.886
Guatemala,7605,2.42,2.64,2.86
Guatemala,7606,2.926,3.192,3.458
Guatemala,7607,2.926,3.192,3.458
Guatemala,7608,2.442,2.664,2.886
Guatemala,76090000,2.442,2.664,2.886
Guatemala,76101000,2.442,2.664,2.886
Guatemala,761090,2.442,2.664,2.886
Guatemala,76109010,2.442,2.664,2.886
Guatemala,76109090,2.442,2.664,2.886
Guatemala,76110000,2.926,3.192,3.458
Guatemala,7612,2.926,3.192,3.458
Guatemala,76130000,2.926,3.192,3.458
Guatemala,7614,2.42,2.64,2.86
Guatemala,76161000,2.926,3.192,3.458
Guatemala,76169100,2.926,3.192,3.458
Guatemala,76169910,2.178,2.376,2.574
Guatemala,76169990,2.926,3.192,3.458
Guatemala,28041000,11.902,12.984,14.066
Haiti,25070080,,,
Haiti,25231000,,,
Haiti,25231000,1.276,1.392,1.508
Haiti,25232100,,,
Haiti,25232900,1.32,1.44,1.56
Haiti,25239000,,,
Haiti,25239000,1.265,1.38,1.495
Haiti,25233000,,,
Honduras,25070080,,,
Honduras,25231000,,,
Honduras,25231000,1.001,1.092,1.183
Honduras,25232100,,,
Honduras,25232900,1.034,1.128,1.222
Honduras,25239000,,,
Honduras,25239000,1.001,1.092,1.183
Honduras,25233000,,,
Honduras,28080000,1.869,1.869,1.869
Honduras,28141000,,,
Honduras,28142000,0.727,0.727,0.727
Honduras,28342100,1.697,1.697,1.697
Honduras,3102,,,
Honduras,31021012,1.555,1.555,1.555
Honduras,31021015,2.555,2.555,2.555
Honduras,31021019,4.686,4.686,4.686
Honduras,31021090,4.575,4.575,4.575
Honduras,31022100,0.747,0.747,0.747
Honduras,31022900,1.263,1.263,1.263
Honduras,31023010,1.313,1.313,1.313
Honduras,31023090,2.01,2.01,2.01
Honduras,31024010,1.747,1.747,1.747
Honduras,31024090,1.747,1.747,1.747
Honduras,31025000,2.909,2.909,2.909
Honduras,31026000,1.697,1.697,1.697
Honduras,31028000,2.414,2.414,2.414
Honduras,31029000,3.141,3.141,3.141
Honduras,3105,,,
Honduras,31051000,0.778,0.778,0.778
Honduras,31052010,0.929,0.929,0.929
Honduras,31052090,0.636,0.636,0.636
Honduras,31053000,0.596,0.596,0.596
Honduras,31054000,0.384,0.384,0.384
Honduras,31055100,1.252,1.252,1.252
Honduras,31055900,0.717,0.717,0.717
Honduras,31059020,1.172,1.172,1.172
Honduras,31059080,0.616,0.616,0.616
Hong Kong,25070080,,,
Hong Kong,25231000,,,
Hong Kong,25231000,1.001,1.092,1.183
Hong Kong,25232100,,,
Hong Kong,25232900,1.078,1.176,1.274
Hong Kong,25239000,,,
Hong Kong,25239000,1.034,1.128,1.222
Hong Kong,25233000,,,
India,25070080,,,
India,25231000,1.551,1.692,1.833
India,25231000,1.584,1.728,1.872
India,25232100,1.617,1.764,1.911
India,25232900,1.628,1.776,1.924
India,25239000,,,
India,25239000,,,
India,25233000,2.519,2.748,2.977
India,28080000,2.03,2.03,2.03
India,28141000,3.313,3.313,3.313
India,28142000,1.0,1.0,1.0
India,28342100,1.98,1.98,1.98
India,3102,,,
India,31021012,0.747,0.747,0.747
India,31021015,1.192,1.192,1.192
India,31021019,2.242,2.242,2.242
India,31021090,2.192,2.192,2.192
India,31022100,1.02,1.02,1.02
India,31022900,1.566,1.566,1.566
India,31023010,1.535,1.535,1.535
India,31023090,2.363,2.363,2.363
India,31024010,2.06,2.06,2.06
India,31024090,2.06,2.06,2.06
India,31025000,3.171,3.171,3.171
India,31026000,1.99,1.99,1.99
India,31028000,1.768,1.768,1.768
India,31029000,2.03,2.03,2.03
India,3105,,,
India,31051000,0.99,0.99,0.99
India,31052010,1.131,1.131,1.131
India,31052090,0.778,0.778,0.778
India,31053000,0.818,0.818,0.818
India,31054000,0.535,0.535,0.535
India,31055100,1.505,1.505,1.505
India,31055900,0.98,0.98,0.98
India,31059020,1.394,1.394,1.394
India,31059080,0.737,0.737,0.737
India,7601,2.057,2.244,2.431
India,7603,3.378,3.686,3.993
India,76041010,3.754,4.095,4.436
India,76041090,3.788,4.132,4.477
India,76042100,3.788,4.132,4.477
India,76042910,3.754,4.095,4.436
India,76042990,3.788,4.132,4.477
India,7605,2.853,3.113,3.372
India,7606,4.539,4.951,5.364
India,7607,4.539,4.951,5.364
India,7608,3.788,4.132,4.477
India,76090000,3.788,4.132,4.477
India,76101000,3.788,4.132,4.477
India,761090,3.788,4.132,4.477
India,76109010,3.788,4.132,4.477
India,76109090,3.788,4.132,4.477
India,76110000,4.539,4.951,5.364
India,7612,4.539,4.951,5.364
India,76130000,4.539,4.951,5.364
India,7614,3.754,4.095,4.436
India,76161000,4.539,4.951,5.364
India,76169100,4.539,4.951,5.364
India,76169910,3.378,3.686,3.993
India,76169990,4.539,4.951,5.364
India,28041000,15.433,16.836,18.239
India,26011200,0.374,0.408,0.442
India,7201,2.783,3.036,3.289
India,720211,1.859,2.028,2.197
India,720219,6.149,6.708,7.267
India,720241,2.585,2.82,3.055
India,720249,,,
India,72026000,3.828,4.176,4.524
India,7203,4.62,5.04,5.46
India,7205,2.794,3.048,3.302
,7205,,,
India,72061000,2.904,3.168,3.432
India,72069000,2.904,3.168,3.432
,72069000,,,
India,72071111,4.697,5.124,5.551
India,72071114,4.697,5.124,5.551
India,72071116,4.697,5.124,5.551
India,72071190,4.752,5.184,5.616
India,72071210,4.697,5.124,5.551
India,72071290,4.752,5.184,5.616
India,72071912,4.697,5.124,5.551
India,72071919,4.752,5.184,5.616
India,72071980,4.697,5.124,5.551
India,72072011,4.697,5.124,5.551
India,72072015,4.697,5.124,5.551
India,72072017,4.697,5.124,5.551
India,72072019,4.752,5.184,5.616
India,72072032,4.697,5.124,5.551
India,72072039,4.752,5.184,5.616
India,72072052,4.697,5.124,5.551
India,72072059,4.752,5.184,5.616
India,72072080,4.697,5.124,5.551
India,7208,4.708,5.136,5.564
India,7209,4.708,5.136,5.564
India,7210,4.708,5.136,5.564
,7210,,,
India,72111300,4.708,5.136,5.564
India,72111400,4.708,5.136,5.564
India,72111900,4.708,5.136,5.564
India,721123,4.708,5.136,5.564
India,72112900,4.708,5.136,5.564
India,721190,4.708,5.136,5.564
India,7212,4.708,5.136,5.564
India,7213,4.697,5.124,5.551
,7213,,,
India,72141000,4.752,5.184,5.616
India,72142000,4.697,5.124,5.551
India,72143000,4.697,5.124,5.551
India,721491,4.697,5.124,5.551
India,721499,4.697,5.124,5.551
India,7215,4.697,5.124,5.551
India,7216,4.697,5.124,5.551
,7216,,,
India,721710,4.697,5.124,5.551
India,721720,4.697,5.124,5.551
India,721730,4.697,5.124,5.551
India,721790,4.697,5.124,5.551
,721790,,,
India,72181000,7.183,7.836,8.489
India,721891,7.139,7.788,8.437
India,72189911,7.139,7.788,8.437
India,72189919,7.183,7.836,8.489
India,72189920,7.139,7.788,8.437
India,72189980,7.183,7.836,8.489
,72189980,,,
India,72191100,7.139,7.788,8.437
India,721912,7.139,7.788,8.437
India,721913,7.139,7.788,8.437
